0x0000	pl#
0x10421	play_random_sound_event
0x10422	play_reset_priming_anim
0x10423	play_reset_sequences
0x10424	play_rooftop_success_vo
0x10425	play_scramble_for_player_until_cleared
0x10426	play_skit_and_watch_for_endons
0x10427	play_smoke_fx
0x10428	play_smoke_sequence_on_ent_looped
0x10429	play_smuggler_arriving_vo
0x1042a	play_sound_countdown
0x1042b	play_sound_from_closest_player
0x1042c	play_sound_on_pa_systems
0x1042d	play_sparks_power
0x1042e	play_spotrep_capture_sfx
0x1042f	play_station_closed_vo
0x10430	play_stealthy_disguise_vo
0x10431	play_tape_machine_animation
0x10432	play_tape_machine_animations
0x10433	play_thrust_fx
0x10434	play_track_damage_screen_vfx
0x10435	play_train_sequence
0x10436	play_train_speaker_vo
0x10437	play_train_speaker_vo_internal
0x10438	play_travel_vo
0x10439	play_trialympic_flames
0x1043a	play_usb_anims
0x1043b	play_usb_anims_single
0x1043c	play_usb_pickup_gesture
0x1043d	play_vo_internal
0x1043e	play_vo_on_intel_pickup
0x1043f	play_vo_or_timeout
0x10440	playac130animinternal
0x10441	playanim_aibegindismountturret
0x10442	playanim_aidismountturret
0x10443	playanim_aioperateturret
0x10444	playanim_mountturret
0x10445	playanim_vehicleturret
0x10446	playanim_vehicleturret_terminate
0x10447	playanimation
0x10448	playanimwithdooropen
0x10449	playapache_dialogue
0x1044a	playapacheonly_dialogue
0x1044b	playbattlechattersound
0x1044c	playbattlechattersoundexpensive
0x1044d	playbattlechattersoundsplitscreen
0x1044e	playboxuseanimation
0x1044f	playcrateimpactfx
0x10450	playdeathanim_groundturret
0x10451	playdeathsoundph
0x10452	played_fulton_crate_anim
0x10453	playedheliintrovo
0x10454	playedinfilmusic
0x10455	playedonesplash
0x10456	player_abilities_disable
0x10457	player_abilities_enable
0x10458	player_already_has_overwatch_gunship
0x10459	player_ammo_crate_hint_watcher
0x1045a	player_ammo_think
0x1045b	player_at_power_max_ammo
0x1045c	player_broadcast
0x1045d	player_cam_disable
0x1045e	player_can_mount
0x1045f	player_can_use_munitions
0x10460	player_carrying_rpg
0x10461	player_choppergunnericon
0x10462	player_closes_in
0x10463	player_complete_trial
0x10464	player_completed
0x10465	player_connect_fade_in_logic
0x10466	player_controls_failsafe
0x10467	player_current_primary_is_rpg
0x10468	player_damage_blood
0x10469	player_death
0x1046a	player_deposited_heli
0x1046b	player_disable_invulnerability
0x1046c	player_enable_invulnerability
0x1046d	player_enemy
0x1046e	player_enemy_cooldown
0x1046f	player_equip_primary
0x10470	player_equip_regen
0x10471	player_equip_secondary
0x10472	player_equipment_init
0x10473	player_equipment_use_stop
0x10474	player_exfil_struct
0x10475	player_exit
0x10476	player_exposed_to_chopper_boss
0x10477	player_fired_gun
0x10478	player_fired_gun_monitor
0x10479	player_fov_default_1
0x1047a	player_fulton_evac_rumble
0x1047b	player_gassed_effects
0x1047c	player_get_carepackage_precision_airstrike
0x1047d	player_get_carepackage_sentry
0x1047e	player_get_primary_weapon_object
0x1047f	player_get_secondary_weapon_object
0x10480	player_get_sniper_weapon_object
0x10481	player_give_chopper
0x10482	player_give_infinite_rocks
0x10483	player_give_intel_1_ks
0x10484	player_give_intel_2_ks
0x10485	player_give_intel_3_ks
0x10486	player_give_killstreak
0x10487	player_give_loadout
0x10488	player_grenade_fire_monitor
0x10489	player_gun_game_next_weapon_think
0x1048a	player_gun_game_randomize_weapon_list_think
0x1048b	player_has_ammo_crate
0x1048c	player_has_grenade_crate
0x1048d	player_has_minigun
0x1048e	player_has_nvg
0x1048f	player_has_primary_weapons_max_ammo
0x10490	player_has_primary_weapons_max_stock_ammo
0x10491	player_has_respawn_munition
0x10492	player_helis
0x10493	player_ignore_mover
0x10494	player_in_bush_monitor
0x10495	player_in_heli
0x10496	player_in_spawn_area
0x10497	player_infil_already_played
0x10498	player_infil_landlord
0x10499	player_infil_lbravo
0x1049a	player_infil_played_or_skipped
0x1049b	player_is_at_buy_station
0x1049c	player_is_exposed
0x1049d	player_is_faux_dead
0x1049e	player_is_just_guessing
0x1049f	player_is_pressing_attack
0x104a0	player_is_trying_self_revive
0x104a1	player_isshooting
0x104a2	player_isusingtacmap
0x104a3	player_latespawn_safehouse
0x104a4	player_limitedammo
0x104a5	player_looking
0x104a6	player_max_exposure_time
0x104a7	player_maxhealth
0x104a8	player_move
0x104a9	player_munition_slots_full
0x104aa	player_name_who_broke_stealth
0x104ab	player_near_obit
0x104ac	player_on_helipad
0x104ad	player_on_right_side_of_subway_car
0x104ae	player_onspawn
0x104af	player_origin_inside_front_zone
0x104b0	player_origin_inside_subway_car
0x104b1	player_parachute_watcher
0x104b2	player_pined_danger_feedback
0x104b3	player_pinged_armor_feedback
0x104b4	player_pushing_vehicle_monitor
0x104b5	player_reenable_collect_leads
0x104b6	player_respawn
0x104b7	player_respawn_struct
0x104b8	player_retry_thread
0x104b9	player_rig_create
0x104ba	player_rigs
0x104bb	player_sees_hvt_leaving_vo
0x104bc	player_sees_hvt_vo
0x104bd	player_set_weapon
0x104be	player_setsunshadowsforzoom
0x104bf	player_spawn
0x104c0	player_standing_in_doorway
0x104c1	player_standing_on_train
0x104c2	player_tanks_spawned
0x104c3	player_test_ending_teleport
0x104c4	player_too_far
0x104c5	player_trigger_monitor
0x104c6	player_unresolved_collision_suspend
0x104c7	player_used_munition
0x104c8	player_using_rifle
0x104c9	player_vindia_spawn_monitor
0x104ca	player_vo_confirm_pickup
0x104cb	player_waitforlanded
0x104cc	player_waitfortacmapused
0x104cd	player_waittilljumpedfromc130
0x104ce	player_weapon_fired_monitor
0x104cf	player_xp
0x104d0	playerapplyjumpvelocity
0x104d1	playerattractiontriggerenter
0x104d2	playerattractiontriggerexit
0x104d3	playerbloodrestricted
0x104d4	playerbrsquadleaderscore
0x104d5	playercanbuyrespawn
0x104d6	playercanplaynotcriticalgesture
0x104d7	playercanseedangercircleworld
0x104d8	playercinematiccompletecallback
0x104d9	playercinematicfadein
0x104da	playercinematicfadeout
0x104db	playercleanupentondisconnect
0x104dc	playercleanupinfilondisconnect
0x104dd	playercleargulagomnvars
0x104de	playerclearjailtimeouthud
0x104df	playerclearspectatekillchainsystem
0x104e0	playerclearstreamhintorigin
0x104e1	playerconnectwatcher
0x104e2	playercreatehudelement
0x104e3	playerdatafield
0x104e4	playerdelaydisablezombie
0x104e5	playerenemypool
0x104e6	playerent
0x104e7	playerentercombatarea
0x104e8	playerentercombatareamessage
0x104e9	playerentersafearea
0x104ea	playerentersafeareamessage
0x104eb	playerexecutionsdisable
0x104ec	playerexecutionsenable
0x104ed	playerexitcombatarea
0x104ee	playerexitcombatareamessage
0x104ef	playerexitlaststand
0x104f0	playerexitsafearea
0x104f1	playerexitsafeareamessage
0x104f2	playerfadeobjdelete
0x104f3	playerfakesplash
0x104f4	playerforcespawn
0x104f5	playerforcespectatorclientwait
0x104f6	playerfriendlyto
0x104f7	playergetbestdropbagorigin
0x104f8	playergetbestrespawnmissionorigin
0x104f9	playergetbestrespawnteammate
0x104fa	playergetlaststandpistol
0x104fb	playergetplunderomnvarbitpackinginfo
0x104fc	playergetspawnpoint
0x104fd	playergetspectatingplayer
0x104fe	playergettotaltime
0x104ff	playergetzombiespawnlocation
0x10500	playergoingintols
0x10501	playergulagautowinwait
0x10502	playergulaggetrespawnpoint
0x10503	playergulagvictorysetcontrols
0x10504	playerhandlecirclepickitem
0x10505	playerhandleredeploy
0x10506	playerhandlesandboxmenu
0x10507	playerhandlesponsor
0x10508	playerhastknife
0x10509	playerhastrock
0x1050a	playerhealthomnvarwatcher
0x1050b	playerhudattractionobj
0x1050c	playerhudupdatenumconsumed
0x1050d	playerhumanconcusspush
0x1050e	playerhumanconcusspushcleanup
0x1050f	playerhumanconcusspushplayer
0x10510	playerhumanhitground
0x10511	playerhumanpowers
0x10512	playerhumanprestream
0x10513	playerhunterpostloadout
0x10514	playericonfilter
0x10515	playericontriggerenter
0x10516	playericontriggerexit
0x10517	playerincrementscoreboardkills
0x10518	playerinitpersstats
0x10519	playerinlaststandhold
0x1051a	playerisbecomingzombie
0x1051b	playeriscinematicblacklayeron
0x1051c	playeriscinematiclayeron
0x1051d	playerismatchedplayerready
0x1051e	playerismatchpending
0x1051f	playerisprop
0x10520	playerisstreaming
0x10521	playeriszombie
0x10522	playerjailtimeout
0x10523	playerjailwaitvo
0x10524	playerkilled_washitbyvehicle
0x10525	playerkilledspawn
0x10526	playerkillstreakgetownerlookatignoreents
0x10527	playerlocationselectinterrupt
0x10528	playerlocationtriggerenter
0x10529	playerlocationtriggerexit
0x1052a	playerlootleadervalidity
0x1052b	playermaxheath
0x1052c	playermonitorspectatorcycle
0x1052d	playernakeddroploadout
0x1052e	playernumlivesvo
0x1052f	playerorigin
0x10530	playerpackdataintogulagomnvar
0x10531	playerpackdataintoomnvar
0x10532	playerparachutedetachresetomnvars
0x10533	playerplaydepositanim
0x10534	playerplaygestureweaponanim
0x10535	playerplayintrocinematic
0x10536	playerplunderbank
0x10537	playerplunderbankcallback
0x10538	playerplunderbankdeposit
0x10539	playerplunderbankdepositcallback
0x1053a	playerplunderdeposit
0x1053b	playerplunderdepositcallback
0x1053c	playerplunderdrop
0x1053d	playerplunderevent
0x1053e	playerplundereventcallbacks
0x1053f	playerplundereventomnvars
0x10540	playerplunderkioskpurchase
0x10541	playerplunderlose
0x10542	playerplunderlosecallback
0x10543	playerplunderlosedeposit
0x10544	playerplunderlosedepositcallback
0x10545	playerplunderpickup
0x10546	playerplunderpickupcallback
0x10547	playerpositivereinforcement
0x10548	playerpostsetplunder
0x10549	playerpowerresetpowers
0x1054a	playerpowerrestartallcooldowns
0x1054b	playerpowersaddhudelem
0x1054c	playerpowerscleanup
0x1054d	playerpowerscleanuphud
0x1054e	playerpowerscleanupkeybindings
0x1054f	playerpowerscleanuppowers
0x10550	playerpowershud
0x10551	playerpowersmonitorinput
0x10552	playerpowerssetupkeybindings
0x10553	playerpowerstartcooldown
0x10554	playerpowersupdateongamepadchange
0x10555	playerpowerswaittillinputreturn
0x10556	playerpreloadintrocinematic
0x10557	playerprespawngulagjail
0x10558	playerprestreamrespawnorigin
0x10559	playerpulloutofgulagwin
0x1055a	playerpurchaselogic
0x1055b	playerpurchasenags
0x1055c	playerreadytospawn
0x1055d	playerredeploy
0x1055e	playerregendelayspeed
0x1055f	playerregenhealthadd
0x10560	playerrespawncleanup
0x10561	players_approach_puzzle_monitor
0x10562	players_camera_fly_to_start_pos
0x10563	players_grenade_fire_monitor
0x10564	players_in_aggro
0x10565	players_in_correct_volume
0x10566	players_in_laststand
0x10567	players_inside
0x10568	players_monitor
0x10569	players_not_in_laststand
0x1056a	players_recent_position_delay
0x1056b	players_weapon_fired_monitor
0x1056c	playerscoreeventref
0x1056d	playerscoreeventvalue
0x1056e	playersetarenaomnvarwithloadout
0x1056f	playersetattractionbestplayer
0x10570	playersetattractionbesttime
0x10571	playersetattractionextradata
0x10572	playersetattractionlocationindex
0x10573	playersetattractionoff
0x10574	playersetattractionstateindex
0x10575	playersetattractiontime
0x10576	playersetattractiontype
0x10577	playersetcontrols
0x10578	playersetgulagdataomnvar
0x10579	playersetignoreattractions
0x1057a	playersetisbecomingzombie
0x1057b	playersetispropgameextrainfo
0x1057c	playersetiszombie
0x1057d	playersetiszombieextrainfo
0x1057e	playersetkeypadcodelengthindex
0x1057f	playersetkeypadstateindex
0x10580	playersetomnvarattraction
0x10581	playersetomnvargulag
0x10582	playersetomnvarkeypad
0x10583	playersetplunderomnvar
0x10584	playersetwasingulag
0x10585	playershooting
0x10586	playershouldrespawn
0x10587	playershowarenastartobjectivetext
0x10588	playershowskippromptcinematic
0x10589	playerskipkioskuse
0x1058a	playerskiplootpickup
0x1058b	playersleftloop
0x1058c	playerspawn
0x1058d	playerspawndata
0x1058e	playerspawnendofgame
0x1058f	playerspawnexfilchopper
0x10590	playerspawningasspectator
0x10591	playerspawnintermissionifneeded
0x10592	playersplash
0x10593	playerstartarenasetcontrols
0x10594	playerstartbesttimetracking
0x10595	playerstartbesttimeupdate
0x10596	playerstartjailsetcontrols
0x10597	playerstartpowers
0x10598	playerstartrecondronewait
0x10599	playerstarttimetracking
0x1059a	playerstoptimerdelete
0x1059b	playerstreamhintdroptoground
0x1059c	playerstreamhintlocation
0x1059d	playerstreamhintlocationinternal
0x1059e	playerstreamwaittillcomplete
0x1059f	playersusing
0x105a0	playerswapteam
0x105a1	playerswithoutdismemberment
0x105a2	playertakeextractionplunder
0x105a3	playerteleportgulag
0x105a4	playerteleportprop
0x105a5	playerteleporttoloc
0x105a6	playerthrowsmokesignal
0x105a7	playertimedinvunerable
0x105a8	playertimestamp
0x105a9	playertimestart
0x105aa	playertospectate
0x105ab	playertouching
0x105ac	playertracking
0x105ad	playertryzombiespawn
0x105ae	playerumpedfromplane
0x105af	playerunpackdatafromomnvar
0x105b0	playerupdatealivecounthuman
0x105b1	playerupdatebesttimehud
0x105b2	playerupdatehudstate
0x105b3	playerusehealslot
0x105b4	playerusingturret
0x105b5	playervisibilityrespawntags
0x105b6	playerwager
0x105b7	playerwaitforprestreaming
0x105b8	playerwaitilllongholdmelee
0x105b9	playerwaittillcinematiccomplete
0x105ba	playerwaittillspectatecycle
0x105bb	playerwaittillstreamhintcomplete
0x105bc	playerwaittospawn
0x105bd	playerwatchspectate
0x105be	playerwelcomesplashes
0x105bf	playerwind
0x105c0	playeryaw
0x105c1	playerzombieaddhudelem
0x105c2	playerzombieapplyemp
0x105c3	playerzombiebacktohuman
0x105c4	playerzombiecleanup
0x105c5	playerzombiecleanuphud
0x105c6	playerzombiecleanupkeybindings
0x105c7	playerzombiecleanuppowers
0x105c8	playerzombiedelayturnonfx
0x105c9	playerzombiedestroyhud
0x105ca	playerzombiedovehicledamageimmunity
0x105cb	playerzombiedroploot
0x105cc	playerzombieemp
0x105cd	playerzombieempcleanup
0x105ce	playerzombieentergas
0x105cf	playerzombieexitgas
0x105d0	playerzombiegasthink
0x105d1	playerzombiegetrespawnbyteam
0x105d2	playerzombiehitground
0x105d3	playerzombiehud
0x105d4	playerzombieisingas
0x105d5	playerzombiejump
0x105d6	playerzombiejumpcleanup
0x105d7	playerzombiejumpmaxholdwarning
0x105d8	playerzombiejumpstop
0x105d9	playerzombielaststandrevive
0x105da	playerzombiemonitorinput
0x105db	playerzombiepingoutofgas
0x105dc	playerzombiepowers
0x105dd	playerzombiepowerstartcooldown
0x105de	playerzombieprestream
0x105df	playerzombierespawn
0x105e0	playerzombiesetradar
0x105e1	playerzombiesetuphud
0x105e2	playerzombiesetupkeybindings
0x105e3	playerzombiestatechange
0x105e4	playerzombiestreamwaittillcomplete
0x105e5	playerzombiesupersprint
0x105e6	playerzombiethermal
0x105e7	playerzombiethermalcleanup
0x105e8	playerzombiethermalupdate
0x105e9	playerzombieupdateongamepadchange
0x105ea	playerzombieupdatetagobjectives
0x105eb	playerzombievehiclehittoss
0x105ec	playerzombiewaittillinputreturn
0x105ed	playgotinfectedsoundcount
0x105ee	playimpactfx
0x105ef	playing_bomb_counter_beep
0x105f0	playing_stealth_alert_music
0x105f1	playingcoughdamagesound
0x105f2	playinggulagbink
0x105f3	playingmolotovwickfx
0x105f4	playingsound
0x105f5	playingthrowingknifewickfx
0x105f6	playingtutorialdialogue
0x105f7	playjailbreakvo
0x105f8	playjumpsoundtosquad
0x105f9	playkillstreakdeploydialog
0x105fa	playlandingbreath
0x105fb	playlinkfx
0x105fc	playmatchendcamera
0x105fd	playoverwatch_dialogue
0x105fe	playoverwatch_dialogue_with_endon
0x105ff	playplundersound
0x10600	playplundersoundbyamount
0x10601	playscorestatusdialog
0x10602	playslamzoomflashcolor
0x10603	playtutsound
0x10604	playvointernal
0x10605	plunder_addanchoredwidgettorepositoryinstance
0x10606	plunder_allowallrepositoryuseforplayer
0x10607	plunder_allowrepositoryuse
0x10608	plunder_allowrepositoryuseforplayer
0x10609	plunder_awarded_by_missions_total
0x1060a	plunder_clearrepositorywidgetforplayer
0x1060b	plunder_deregisterrepositoryinstance
0x1060c	plunder_economy_shapshot_loop
0x1060d	plunder_endgame_music
0x1060e	plunder_extraction_site_active
0x1060f	plunder_fiftypercent_music
0x10610	plunder_getleveldataforrepository
0x10611	plunder_infils_ready
0x10612	plunder_initrepositories
0x10613	plunder_items_dropped
0x10614	plunder_items_picked_up
0x10615	plunder_ninetypercent_music
0x10616	plunder_overtime_music
0x10617	plunder_playercanuserepository
0x10618	plunder_playerrepositoryuseshouldsucceed
0x10619	plunder_playerspawnedcallback
0x1061a	plunder_registerrepositoryinstance
0x1061b	plunder_removeanchoredwidgetfromrepositoryinstance
0x1061c	plunder_repositoryatcapacity
0x1061d	plunder_repositoryclearcountdown
0x1061e	plunder_repositoryenableuserestrictions
0x1061f	plunder_repositoryendcountdown
0x10620	plunder_repositoryextract
0x10621	plunder_repositoryinstanceisregistered
0x10622	plunder_repositoryplayerplundereventcallback
0x10623	plunder_repositorysendcountdownmessage
0x10624	plunder_repositoryusecallback
0x10625	plunder_repositoryusecallbackinternal
0x10626	plunder_repositoryusescriptablecallback
0x10627	plunder_repositorywatchcountdown
0x10628	plunder_repositorywatchuse
0x10629	plunder_sendrepositorywidgetomnvar
0x1062a	plunder_seventyfivepercent_music
0x1062b	plunder_tenpercent_music
0x1062c	plunder_thirtypercent_music
0x1062d	plunder_updateanchoredwidgetforplayers
0x1062e	plunder_updaterepositorywidgetforplayer
0x1062f	plunder_value_dropped
0x10630	plunder_value_picked_up
0x10631	plunderatcapacity
0x10632	plundercountdownendtime
0x10633	plundercountdownmessagedata
0x10634	plundercountdownplayers
0x10635	plundercountdownupdatetime
0x10636	plundercountroll
0x10637	plunderdelta
0x10638	plundereventamount
0x10639	plundereventtime
0x1063a	plundereventtotal
0x1063b	plunderextractalertnearby
0x1063c	plunderforextract
0x1063d	plunderfxondropthreashold
0x1063e	plunderinstanceid
0x1063f	plunderlimit
0x10640	plundermusicfirst
0x10641	plundermusicfourth
0x10642	plundermusicsecond
0x10643	plundermusicthird
0x10644	plunderonfirstpickup
0x10645	plunderpads
0x10646	plunderrankupdate
0x10647	plunderrepositories
0x10648	plunderrepositoryref
0x10649	plunderrepositoryrestricted
0x1064a	plunderrepositorywidget
0x1064b	plundersilentcountdownendtime
0x1064c	plundersoundamount
0x1064d	plunderstructreplenish
0x1064e	plundertimer
0x1064f	plundertotal
0x10650	plundertutstarttime
0x10651	plunderupdatelootleadermarks
0x10652	plunderusable
0x10653	plunderusedisabledwhenempty
0x10654	plundervar
0x10655	pointblank_airstrike
0x10656	pointblank_tomahawk
0x10657	pointinsquare
0x10658	pointinsquarewidth
0x10659	poke_the_player_after_faux_death
0x1065a	polarity
0x1065b	poolids
0x1065c	populate_bomb_wires_to_cut
0x1065d	populateproplist
0x1065e	population
0x1065f	portable_radar
0x10660	position_ref
0x10661	positioncheck
0x10662	post_blockade_breadcrumb_struct
0x10663	post_blockade_combat_logic
0x10664	post_customization_func
0x10665	post_get_up_animation_function
0x10666	post_loadout_spawn_func
0x10667	post_race
0x10668	post_safeges_weapon
0x10669	postgamehitmarkerwaittime
0x1066a	postgamestate
0x1066b	postkillcamplunderlost
0x1066c	postlaunchscenenodecorrection
0x1066d	postplunder
0x1066e	postshipmodifychevrons
0x1066f	postspawn_assault3_bombers
0x10670	postspawn_initial_allies
0x10671	postspawn_juggernaut
0x10672	postspawn_rescued_allies
0x10673	postspawn_rpg
0x10674	postspawn_sniper
0x10675	postspawn_trucks
0x10676	postspawn_vindia
0x10677	postupdategameevents
0x10678	pour
0x10679	power_checkifequipmentammofull
0x1067a	power_wave_mode_reset_playerdata
0x1067b	powered_on_model
0x1067c	poweron_warnings
0x1067d	powerscooldown
0x1067e	powershud
0x1067f	ppkflagcarrier
0x10680	ppkteamnoflag
0x10681	ppkteamwithflag
0x10682	pre_defend_filler_bad_guys
0x10683	pre_get_in_anim_wait
0x10684	pre_laserpanel_weapon
0x10685	pre_race
0x10686	pre_race_needs_vehicle
0x10687	precache_hint_strings
0x10688	precacheitems
0x10689	precomputeddropbagpos
0x1068a	precomputeddropbags
0x1068b	precomputedropbagpositions
0x1068c	predictandclearintermissionstreaming
0x1068d	pregeneratespawnpoints
0x1068e	preinfilstreamfunc
0x1068f	prematchdialog
0x10690	prematchendtime
0x10691	prematchinfinitammo
0x10692	prematchinitblueprintloadouts
0x10693	prematchinitloadouts
0x10694	prematchinitx1blueprintloadouts
0x10695	prematchintiallandingcomplete
0x10696	prematchloadoutindex
0x10697	prematchloadouts
0x10698	prematchmusic
0x10699	prematchplayedwelcomevo
0x1069a	prematchrandomloadout
0x1069b	prematchspawnoriginteamcount
0x1069c	premount_goalradius
0x1069d	prepare_mission_failed_text
0x1069e	prepdoorsforunload
0x1069f	prepickupweapon
0x106a0	prespawnspawn
0x106a1	pressure_overload_threshold
0x106a2	pressure_stability_event_init
0x106a3	pressure_stability_event_start
0x106a4	pressure_timeout
0x106a5	pressure_unstable
0x106a6	prestreaminglocation
0x106a7	prestreamingspectatetarget
0x106a8	pretrograd_interaction_effects
0x106a9	prev_weapon_taccover
0x106aa	prevbrbonusxp
0x106ab	prevcallback
0x106ac	preventleave
0x106ad	preventspawninto
0x106ae	previous_bullet_weapon
0x106af	previous_spawn_points
0x106b0	previouscarepackagekillstreaks
0x106b1	previousplacements
0x106b2	prewaitandspawnclient
0x106b3	primesneeded
0x106b4	print_punchcard
0x106b5	print_spawner_score_for_factor
0x106b6	printallteamsplundercount
0x106b7	printcodechosen
0x106b8	printcodeentered
0x106b9	printdata
0x106ba	printer
0x106bb	printspawnmessage
0x106bc	pristinestatehealthadd
0x106bd	process_anim_ents
0x106be	process_elevator_request
0x106bf	process_entities_inside_subway_car
0x106c0	process_events_and_challenges_on_death
0x106c1	process_minigun_nodes
0x106c2	process_players_inside_subway_car
0x106c3	process_should_do_pain
0x106c4	process_struct_angle_tilt
0x106c5	process_struct_path_tilts
0x106c6	processassist_regularcp
0x106c7	processcashpileovertimemultiplier
0x106c8	processcashpilevalueoverrides
0x106c9	processcommonplayerdataforplayer
0x106ca	processed_tilt
0x106cb	processedscoreevent
0x106cc	processedsplash
0x106cd	processlobbydataforclient
0x106ce	processmatchscoreboardinfo
0x106cf	processscrapassist
0x106d0	processsplashpriorityqueue
0x106d1	processuniquelootitem
0x106d2	processvoqueue
0x106d3	proggressionmismatchpopup
0x106d4	progress_obj
0x106d5	progression_deadzone
0x106d6	progression_main
0x106d7	progression_speed
0x106d8	progression_update
0x106d9	prohibited_weapon_list
0x106da	prohibited_weapon_list_from_vehicle
0x106db	projdistsq
0x106dc	project
0x106dd	project_to_line
0x106de	project_to_line_seg
0x106df	projectiledeleteonnote
0x106e0	projectiledeletethread
0x106e1	projectileimpactexplode
0x106e2	projectileimpactthermite
0x106e3	projectileunlink
0x106e4	projectileunlinkonnote
0x106e5	projectilewaittilstucktimeout
0x106e6	prompt
0x106e7	propability
0x106e8	propabilitykeysvisible
0x106e9	propaddtocircle
0x106ea	propaddtolocation
0x106eb	propanchor
0x106ec	propane_detonate_fiery_drips
0x106ed	propcamerazoom
0x106ee	propchange
0x106ef	propchangecount
0x106f0	propchangeto
0x106f1	propcircleindex
0x106f2	propcircles
0x106f3	propcleanup
0x106f4	propcleanupdelayed
0x106f5	propclonecleanup
0x106f6	propclonepower
0x106f7	propclones
0x106f8	propcontrolshud
0x106f9	propdeathfx
0x106fa	propdeductchange
0x106fb	propdeductclonechange
0x106fc	propdeductflash
0x106fd	propent
0x106fe	proper_damage
0x106ff	propgetlocation
0x10700	propgiveteamscore
0x10701	prophaschangesleft
0x10702	prophasclonesleft
0x10703	prophasflashesleft
0x10704	propheight
0x10705	prophidetime
0x10706	propindex
0x10707	propinfo
0x10708	propinputwatch
0x10709	propkilledend
0x1070a	proplist
0x1070b	proplocationindex
0x1070c	proplockunlock
0x1070d	propmatchslope
0x1070e	propminigamefinish
0x1070f	propminigamescore_compare
0x10710	propminigamesetting
0x10711	propminigameupdates
0x10712	propminigameupdateshowloser
0x10713	propminigameupdateshowwinner
0x10714	propminigameupdateui
0x10715	propmoveunlock
0x10716	propnumclones
0x10717	propnumflashes
0x10718	proprange
0x10719	propremovefromcircle
0x1071a	propremovefromlocation
0x1071b	proprotate
0x1071c	propsetchangesleft
0x1071d	propsetclonesleft
0x1071e	propsetflashesleft
0x1071f	propsize
0x10720	propsizetext
0x10721	propspawnorigin
0x10722	propspectate
0x10723	propspectateendwatch
0x10724	propspectatekeys
0x10725	propspectating
0x10726	propspeedscale
0x10727	proptiebreaker
0x10728	propwaitminigamebuttonwatch
0x10729	propwaitminigamecleanup
0x1072a	propwaitminigamecleanuponplayernotify
0x1072b	propwaitminigamefalltimer
0x1072c	propwaitminigamehudinit
0x1072d	propwaitminigamehudsetpoint
0x1072e	propwaitminigameinit
0x1072f	propwaitminigamerun
0x10730	propwatchcleanupondisconnect
0x10731	propwatchcleanuponroundend
0x10732	propwatchdeath
0x10733	propwatchprematchsettings
0x10734	propwhistle
0x10735	propwhistletime
0x10736	protect_jammer
0x10737	protect_obj_a
0x10738	protect_obj_a_internal
0x10739	proximity_explode
0x1073a	proxtrigger
0x1073b	proxy_include
0x1073c	proxy_trigger
0x1073d	publiceventsenabled
0x1073e	publiceventsmanager
0x1073f	puddle_activated
0x10740	puddle_fx
0x10741	puddle_structs
0x10742	puddle_triggers
0x10743	puhostagerestoreweapon
0x10744	pulsing
0x10745	punchcard_use_think
0x10746	punishwavechaseplayers
0x10747	purchase_balloon_nags
0x10748	pursue_players_after_awhile
0x10749	push_player_clear_of_door_way
0x1074a	push_player_down
0x1074b	push_players_back_and_deal_damage
0x1074c	pushdistributiontowardoppositecorner
0x1074d	pushpointoutofkothattractions
0x1074e	put_headicon_on_tv_station_boss
0x1074f	put_objective_on_guy
0x10750	put_passenger_in_truck
0x10751	put_players_out_of_black_screen
0x10752	putinlaststand
0x10753	puzzle_mark_complete
0x10754	qm_intro_dialogue
0x10755	quadgridcenterpoints
0x10756	quadgridradius2dsq
0x10757	quadpoints
0x10758	quantity
0x10759	quarry2_ambient_sound_load
0x1075a	quarry_brendgame
0x1075b	quarry_fight_across
0x1075c	quarry_fight_across_internal
0x1075d	quarry_hacks_count
0x1075e	quarry_intro1_chopper
0x1075f	quarry_intro2_chopper
0x10760	quarry_mortar_guys
0x10761	quarry_mortar_guys_internal
0x10762	quarry_mortars
0x10763	quarry_train_model
0x10764	quarry_wave_spawn_scoring
0x10765	quest_assdistmax
0x10766	quest_assdistmin
0x10767	quest_domdistmax
0x10768	quest_domdistmin
0x10769	quest_scavdistmax
0x1076a	quest_scavdistmin
0x1076b	quest_secretdistmax
0x1076c	quest_secretdistmin
0x1076d	questbasetimer
0x1076e	questbonustimer
0x1076f	questcomplete
0x10770	questenabled
0x10771	questinstance
0x10772	questpointgetradius
0x10773	questrewardcirclepeek
0x10774	questrewarddropitems
0x10775	questrewardgroupexist
0x10776	questrewarduav
0x10777	questtimeradd
0x10778	questtimerinit
0x10779	questtimerset
0x1077a	questtimerupdate
0x1077b	questtypes
0x1077c	queue_spawn
0x1077d	queued_up_to_respawn
0x1077e	quickdropaddtocache
0x1077f	quickdropaddtoexisting
0x10780	quickdropall
0x10781	quickdropcache
0x10782	quickdropcachefindslot
0x10783	quickdropcachematchesplayer
0x10784	quickdropcleanupcache
0x10785	quickdropfinditemincache
0x10786	quickdropgetscriptableforcount
0x10787	quickdropitem
0x10788	quickdropnewitem
0x10789	quickdropplaysound
0x1078a	quickdropremoveammofrominventory
0x1078b	quickdropremovearmorfrominventory
0x1078c	quickdropremovefrominventory
0x1078d	quickdropremoveplunderfrominventory
0x1078e	quickdropremoverespawntokenfrominventory
0x1078f	quickdropremoveselfrevivetokenfrominventory
0x10790	quickdropremoveweaponfrominventory
